Provincias;País de residencia;Meses;Total
Lleida;Resto de la UE;Total;4.667
Lleida;Resto de la UE;Enero;0
Lleida;Resto de la UE;Febrero;..
Lleida;Resto de la UE;Marzo;0
Lleida;Resto de la UE;Abril;46
Lleida;Resto de la UE;Mayo;84
Lleida;Resto de la UE;Junio;455
Lleida;Resto de la UE;Julio;608
Lleida;Resto de la UE;Agosto;3.087
Lleida;Resto de la UE;Septiembre;170
Lleida;Resto de la UE;Octubre;0
Lleida;Resto de la UE;Noviembre;0
Lleida;Resto de la UE;Diciembre;194
Lleida;Reino Unido;Total;4.517
Lleida;Reino Unido;Enero;0
Lleida;Reino Unido;Febrero;53
Lleida;Reino Unido;Marzo;82
Lleida;Reino Unido;Abril;113
Lleida;Reino Unido;Mayo;302
Lleida;Reino Unido;Junio;808
Lleida;Reino Unido;Julio;953
Lleida;Reino Unido;Agosto;1.222
Lleida;Reino Unido;Septiembre;636
Lleida;Reino Unido;Octubre;272
Lleida;Reino Unido;Noviembre;77
Lleida;Reino Unido;Diciembre;0
Lleida;Otros países europeos;Total;3.883
Lleida;Otros países europeos;Enero;111
Lleida;Otros países europeos;Febrero;100
Lleida;Otros países europeos;Marzo;68
Lleida;Otros países europeos;Abril;410
Lleida;Otros países europeos;Mayo;410
Lleida;Otros países europeos;Junio;747
Lleida;Otros países europeos;Julio;721
Lleida;Otros países europeos;Agosto;415
Lleida;Otros países europeos;Septiembre;415
Lleida;Otros países europeos;Octubre;141
Lleida;Otros países europeos;Noviembre;279
Lleida;Otros países europeos;Diciembre;66
Lleida;Estados Unidos;Total;822
Lleida;Estados Unidos;Enero;0
Lleida;Estados Unidos;Febrero;..
Lleida;Estados Unidos;Marzo;0
Lleida;Estados Unidos;Abril;46
Lleida;Estados Unidos;Mayo;89
Lleida;Estados Unidos;Junio;210
Lleida;Estados Unidos;Julio;322
Lleida;Estados Unidos;Agosto;..
Lleida;Estados Unidos;Septiembre;0
Lleida;Estados Unidos;Octubre;..
Lleida;Estados Unidos;Noviembre;..
Lleida;Estados Unidos;Diciembre;..
Lleida;Resto de América;Total;896
Lleida;Resto de América;Enero;19
Lleida;Resto de América;Febrero;44
Lleida;Resto de América;Marzo;..
Lleida;Resto de América;Abril;41
Lleida;Resto de América;Mayo;25
Lleida;Resto de América;Junio;137
Lleida;Resto de América;Julio;236
Lleida;Resto de América;Agosto;217
Lleida;Resto de América;Septiembre;50
Lleida;Resto de América;Octubre;69
Lleida;Resto de América;Noviembre;0
Lleida;Resto de América;Diciembre;55
Lleida;Países africanos;Total;39
Lleida;Países africanos;Enero;0
Lleida;Países africanos;Febrero;0
Lleida;Países africanos;Marzo;0
Lleida;Países africanos;Abril;0
Lleida;Países africanos;Mayo;0
Lleida;Países africanos;Junio;0
Lleida;Países africanos;Julio;0
Lleida;Países africanos;Agosto;39
Lleida;Países africanos;Septiembre;0
Lleida;Países africanos;Octubre;0
Lleida;Países africanos;Noviembre;0
Lleida;Países africanos;Diciembre;0
Lleida;Resto del mundo;Total;1.785
Lleida;Resto del mundo;Enero;..
Lleida;Resto del mundo;Febrero;0
Lleida;Resto del mundo;Marzo;0
Lleida;Resto del mundo;Abril;68
Lleida;Resto del mundo;Mayo;..
Lleida;Resto del mundo;Junio;81
Lleida;Resto del mundo;Julio;166
Lleida;Resto del mundo;Agosto;1.000
Lleida;Resto del mundo;Septiembre;382
Lleida;Resto del mundo;Octubre;23
Lleida;Resto del mundo;Noviembre;..
Lleida;Resto del mundo;Diciembre;..
Lugo;Total;Total;84.486
Lugo;Total;Enero;.
Lugo;Total;Febrero;.
Lugo;Total;Marzo;.
Lugo;Total;Abril;2.346
Lugo;Total;Mayo;2.793
Lugo;Total;Junio;10.145
Lugo;Total;Julio;20.698
Lugo;Total;Agosto;38.260
Lugo;Total;Septiembre;6.033
Lugo;Total;Octubre;.
Lugo;Total;Noviembre;642
Lugo;Total;Diciembre;562
Lugo;Españoles;Total;60.201
Lugo;Españoles;Enero;.
Lugo;Españoles;Febrero;.
Lugo;Españoles;Marzo;.
Lugo;Españoles;Abril;1.399
Lugo;Españoles;Mayo;911
Lugo;Españoles;Junio;4.337
Lugo;Españoles;Julio;16.968
Lugo;Españoles;Agosto;30.545
Lugo;Españoles;Septiembre;2.998
Lugo;Españoles;Octubre;.
Lugo;Españoles;Noviembre;606
Lugo;Españoles;Diciembre;490
Lugo;Extranjeros;Total;24.285
Lugo;Extranjeros;Enero;.
Lugo;Extranjeros;Febrero;.
Lugo;Extranjeros;Marzo;.
Lugo;Extranjeros;Abril;947
Lugo;Extranjeros;Mayo;1.882
Lugo;Extranjeros;Junio;5.808
Lugo;Extranjeros;Julio;3.731
Lugo;Extranjeros;Agosto;7.715
Lugo;Extranjeros;Septiembre;3.035
Lugo;Extranjeros;Octubre;.
Lugo;Extranjeros;Noviembre;..
Lugo;Extranjeros;Diciembre;72
Lugo;Unión Europea 27 (sin España);Total;19.326
Lugo;Unión Europea 27 (sin España);Enero;.
Lugo;Unión Europea 27 (sin España);Febrero;.
Lugo;Unión Europea 27 (sin España);Marzo;.
Lugo;Unión Europea 27 (sin España);Abril;684
Lugo;Unión Europea 27 (sin España);Mayo;1.332
Lugo;Unión Europea 27 (sin España);Junio;4.725
Lugo;Unión Europea 27 (sin España);Julio;2.723
Lugo;Unión Europea 27 (sin España);Agosto;6.545
Lugo;Unión Europea 27 (sin España);Septiembre;2.382
Lugo;Unión Europea 27 (sin España);Octubre;.
Lugo;Unión Europea 27 (sin España);Noviembre;..
Lugo;Unión Europea 27 (sin España);Diciembre;54
Lugo;Alemania;Total;6.045
Lugo;Alemania;Enero;.
Lugo;Alemania;Febrero;.
Lugo;Alemania;Marzo;.
Lugo;Alemania;Abril;164
Lugo;Alemania;Mayo;463
Lugo;Alemania;Junio;1.825
Lugo;Alemania;Julio;745
Lugo;Alemania;Agosto;1.450
Lugo;Alemania;Septiembre;1.030
Lugo;Alemania;Octubre;.
Lugo;Alemania;Noviembre;..
Lugo;Alemania;Diciembre;..
Lugo;Austria;Total;197
Lugo;Austria;Enero;.
Lugo;Austria;Febrero;.
Lugo;Austria;Marzo;.
Lugo;Austria;Abril;0
Lugo;Austria;Mayo;64
Lugo;Austria;Junio;99
Lugo;Austria;Julio;17
Lugo;Austria;Agosto;0
Lugo;Austria;Septiembre;11
Lugo;Austria;Octubre;.
Lugo;Austria;Noviembre;0
Lugo;Austria;Diciembre;0
Lugo;Bélgica;Total;860
Lugo;Bélgica;Enero;.
Lugo;Bélgica;Febrero;.
Lugo;Bélgica;Marzo;.
Lugo;Bélgica;Abril;20
Lugo;Bélgica;Mayo;122
Lugo;Bélgica;Junio;149
Lugo;Bélgica;Julio;132
Lugo;Bélgica;Agosto;201
Lugo;Bélgica;Septiembre;189
Lugo;Bélgica;Octubre;.
Lugo;Bélgica;Noviembre;0
Lugo;Bélgica;Diciembre;0
Lugo;Dinamarca;Total;132
Lugo;Dinamarca;Enero;.
Lugo;Dinamarca;Febrero;.
Lugo;Dinamarca;Marzo;.
Lugo;Dinamarca;Abril;14
Lugo;Dinamarca;Mayo;..
Lugo;Dinamarca;Junio;34
Lugo;Dinamarca;Julio;..
Lugo;Dinamarca;Agosto;17
Lugo;Dinamarca;Septiembre;47
Lugo;Dinamarca;Octubre;.
Lugo;Dinamarca;Noviembre;0
Lugo;Dinamarca;Diciembre;0
Lugo;Finlandia;Total;..
Lugo;Finlandia;Enero;.
Lugo;Finlandia;Febrero;.
Lugo;Finlandia;Marzo;.
Lugo;Finlandia;Abril;0
Lugo;Finlandia;Mayo;0
Lugo;Finlandia;Junio;0
Lugo;Finlandia;Julio;0
Lugo;Finlandia;Agosto;0
Lugo;Finlandia;Septiembre;0
Lugo;Finlandia;Octubre;.
Lugo;Finlandia;Noviembre;0
Lugo;Finlandia;Diciembre;0
Lugo;Francia;Total;4.992
Lugo;Francia;Enero;.
Lugo;Francia;Febrero;.
Lugo;Francia;Marzo;.
Lugo;Francia;Abril;295
Lugo;Francia;Mayo;183
Lugo;Francia;Junio;923
Lugo;Francia;Julio;767
Lugo;Francia;Agosto;2.370
Lugo;Francia;Septiembre;395
Lugo;Francia;Octubre;.
Lugo;Francia;Noviembre;0
Lugo;Francia;Diciembre;0
Lugo;Grecia;Total;0
Lugo;Grecia;Enero;.
Lugo;Grecia;Febrero;.
Lugo;Grecia;Marzo;.
Lugo;Grecia;Abril;0
Lugo;Grecia;Mayo;0
Lugo;Grecia;Junio;0
Lugo;Grecia;Julio;0
Lugo;Grecia;Agosto;0
Lugo;Grecia;Septiembre;0
Lugo;Grecia;Octubre;.
Lugo;Grecia;Noviembre;0
Lugo;Grecia;Diciembre;0
Lugo;Irlanda;Total;575
Lugo;Irlanda;Enero;.
Lugo;Irlanda;Febrero;.
Lugo;Irlanda;Marzo;.
Lugo;Irlanda;Abril;0
Lugo;Irlanda;Mayo;81
Lugo;Irlanda;Junio;300
Lugo;Irlanda;Julio;69
Lugo;Irlanda;Agosto;59
Lugo;Irlanda;Septiembre;46
Lugo;Irlanda;Octubre;.
Lugo;Irlanda;Noviembre;0
Lugo;Irlanda;Diciembre;0
Lugo;Italia;Total;1.960
Lugo;Italia;Enero;.
Lugo;Italia;Febrero;.
Lugo;Italia;Marzo;.
Lugo;Italia;Abril;107
Lugo;Italia;Mayo;54
Lugo;Italia;Junio;187
Lugo;Italia;Julio;390
Lugo;Italia;Agosto;1.075
Lugo;Italia;Septiembre;140
Lugo;Italia;Octubre;.
Lugo;Italia;Noviembre;0
Lugo;Italia;Diciembre;0
Lugo;Luxemburgo;Total;32
Lugo;Luxemburgo;Enero;.
Lugo;Luxemburgo;Febrero;.
Lugo;Luxemburgo;Marzo;.
Lugo;Luxemburgo;Abril;14
Lugo;Luxemburgo;Mayo;0
Lugo;Luxemburgo;Junio;0
Lugo;Luxemburgo;Julio;0
Lugo;Luxemburgo;Agosto;0
Lugo;Luxemburgo;Septiembre;0
Lugo;Luxemburgo;Octubre;.
Lugo;Luxemburgo;Noviembre;0
Lugo;Luxemburgo;Diciembre;18
Lugo;Países Bajos;Total;3.192
Lugo;Países Bajos;Enero;.
Lugo;Países Bajos;Febrero;.
Lugo;Países Bajos;Marzo;.
Lugo;Países Bajos;Abril;45
Lugo;Países Bajos;Mayo;295
Lugo;Países Bajos;Junio;933
Lugo;Países Bajos;Julio;412
Lugo;Países Bajos;Agosto;655
Lugo;Países Bajos;Septiembre;473
Lugo;Países Bajos;Octubre;.
Lugo;Países Bajos;Noviembre;..
Lugo;Países Bajos;Diciembre;27
Lugo;Portugal;Total;892
Lugo;Portugal;Enero;.
Lugo;Portugal;Febrero;.
Lugo;Portugal;Marzo;.
Lugo;Portugal;Abril;0
Lugo;Portugal;Mayo;28
Lugo;Portugal;Junio;185
Lugo;Portugal;Julio;..
Lugo;Portugal;Agosto;510
Lugo;Portugal;Septiembre;44
Lugo;Portugal;Octubre;.
Lugo;Portugal;Noviembre;0
Lugo;Portugal;Diciembre;0
Lugo;Suecia;Total;64
Lugo;Suecia;Enero;.
Lugo;Suecia;Febrero;.
Lugo;Suecia;Marzo;.
Lugo;Suecia;Abril;14
Lugo;Suecia;Mayo;..
Lugo;Suecia;Junio;34
Lugo;Suecia;Julio;0
Lugo;Suecia;Agosto;0
Lugo;Suecia;Septiembre;0
Lugo;Suecia;Octubre;.
Lugo;Suecia;Noviembre;0
Lugo;Suecia;Diciembre;0
Lugo;Resto de la UE;Total;376
Lugo;Resto de la UE;Enero;.
Lugo;Resto de la UE;Febrero;.
Lugo;Resto de la UE;Marzo;.
Lugo;Resto de la UE;Abril;..
Lugo;Resto de la UE;Mayo;24
Lugo;Resto de la UE;Junio;57
Lugo;Resto de la UE;Julio;64
Lugo;Resto de la UE;Agosto;207
Lugo;Resto de la UE;Septiembre;..
Lugo;Resto de la UE;Octubre;.
Lugo;Resto de la UE;Noviembre;0
Lugo;Resto de la UE;Diciembre;0
Lugo;Reino Unido;Total;2.728
Lugo;Reino Unido;Enero;.
Lugo;Reino Unido;Febrero;.
Lugo;Reino Unido;Marzo;.
Lugo;Reino Unido;Abril;31
Lugo;Reino Unido;Mayo;206
Lugo;Reino Unido;Junio;495
Lugo;Reino Unido;Julio;677
Lugo;Reino Unido;Agosto;717
Lugo;Reino Unido;Septiembre;412
Lugo;Reino Unido;Octubre;.
Lugo;Reino Unido;Noviembre;..
Lugo;Reino Unido;Diciembre;0
Lugo;Otros países europeos;Total;813
Lugo;Otros países europeos;Enero;.
Lugo;Otros países europeos;Febrero;.
Lugo;Otros países europeos;Marzo;.
Lugo;Otros países europeos;Abril;86
Lugo;Otros países europeos;Mayo;120
Lugo;Otros países europeos;Junio;270
Lugo;Otros países europeos;Julio;77
Lugo;Otros países europeos;Agosto;74
Lugo;Otros países europeos;Septiembre;157
Lugo;Otros países europeos;Octubre;.
Lugo;Otros países europeos;Noviembre;0
Lugo;Otros países europeos;Diciembre;..
Lugo;Estados Unidos;Total;482
Lugo;Estados Unidos;Enero;.
Lugo;Estados Unidos;Febrero;.
Lugo;Estados Unidos;Marzo;.
Lugo;Estados Unidos;Abril;14
Lugo;Estados Unidos;Mayo;181
Lugo;Estados Unidos;Junio;257
Lugo;Estados Unidos;Julio;..
Lugo;Estados Unidos;Agosto;..
Lugo;Estados Unidos;Septiembre;11
Lugo;Estados Unidos;Octubre;.
Lugo;Estados Unidos;Noviembre;0
Lugo;Estados Unidos;Diciembre;0
Lugo;Resto de América;Total;413
Lugo;Resto de América;Enero;.
Lugo;Resto de América;Febrero;.
Lugo;Resto de América;Marzo;.
Lugo;Resto de América;Abril;20
Lugo;Resto de América;Mayo;0
Lugo;Resto de América;Junio;0
Lugo;Resto de América;Julio;163
Lugo;Resto de América;Agosto;222
Lugo;Resto de América;Septiembre;0
Lugo;Resto de América;Octubre;.
Lugo;Resto de América;Noviembre;..
Lugo;Resto de América;Diciembre;0
Lugo;Países africanos;Total;0
Lugo;Países africanos;Enero;.
Lugo;Países africanos;Febrero;.
Lugo;Países africanos;Marzo;.
Lugo;Países africanos;Abril;0
Lugo;Países africanos;Mayo;0
Lugo;Países africanos;Junio;0
Lugo;Países africanos;Julio;0
Lugo;Países africanos;Agosto;0
Lugo;Países africanos;Septiembre;0
Lugo;Países africanos;Octubre;.
Lugo;Países africanos;Noviembre;0
Lugo;Países africanos;Diciembre;0
Lugo;Resto del mundo;Total;523
Lugo;Resto del mundo;Enero;.
Lugo;Resto del mundo;Febrero;.
Lugo;Resto del mundo;Marzo;.
Lugo;Resto del mundo;Abril;113
Lugo;Resto del mundo;Mayo;44
Lugo;Resto del mundo;Junio;62
Lugo;Resto del mundo;Julio;81
Lugo;Resto del mundo;Agosto;147
Lugo;Resto del mundo;Septiembre;73
Lugo;Resto del mundo;Octubre;.
Lugo;Resto del mundo;Noviembre;0
Lugo;Resto del mundo;Diciembre;0
Madrid;Total;Total;1.089.507
Madrid;Total;Enero;38.144
Madrid;Total;Febrero;40.525
Madrid;Total;Marzo;54.740
Madrid;Total;Abril;93.624
Madrid;Total;Mayo;77.770
Madrid;Total;Junio;118.587
Madrid;Total;Julio;183.825
Madrid;Total;Agosto;213.814
Madrid;Total;Septiembre;81.404
Madrid;Total;Octubre;82.089
Madrid;Total;Noviembre;48.042
Madrid;Total;Diciembre;56.944
Madrid;Españoles;Total;953.558
Madrid;Españoles;Enero;35.117
Madrid;Españoles;Febrero;38.304
Madrid;Españoles;Marzo;50.171
Madrid;Españoles;Abril;85.586
Madrid;Españoles;Mayo;61.365
Madrid;Españoles;Junio;105.373
Madrid;Españoles;Julio;150.355
Madrid;Españoles;Agosto;192.386
Madrid;Españoles;Septiembre;69.288
Madrid;Españoles;Octubre;70.372
Madrid;Españoles;Noviembre;42.291
Madrid;Españoles;Diciembre;52.951
Madrid;Extranjeros;Total;135.949
Madrid;Extranjeros;Enero;3.027
Madrid;Extranjeros;Febrero;2.220
Madrid;Extranjeros;Marzo;4.569
Madrid;Extranjeros;Abril;8.038
Madrid;Extranjeros;Mayo;16.405
Madrid;Extranjeros;Junio;13.214
Madrid;Extranjeros;Julio;33.470
Madrid;Extranjeros;Agosto;21.428
Madrid;Extranjeros;Septiembre;12.116
Madrid;Extranjeros;Octubre;11.717
Madrid;Extranjeros;Noviembre;5.751
Madrid;Extranjeros;Diciembre;3.993
Madrid;Unión Europea 27 (sin España);Total;115.878
Madrid;Unión Europea 27 (sin España);Enero;1.611
Madrid;Unión Europea 27 (sin España);Febrero;1.398
Madrid;Unión Europea 27 (sin España);Marzo;2.804
Madrid;Unión Europea 27 (sin España);Abril;6.736
Madrid;Unión Europea 27 (sin España);Mayo;13.770
Madrid;Unión Europea 27 (sin España);Junio;10.287
Madrid;Unión Europea 27 (sin España);Julio;32.065
Madrid;Unión Europea 27 (sin España);Agosto;20.302
Madrid;Unión Europea 27 (sin España);Septiembre;9.416
Madrid;Unión Europea 27 (sin España);Octubre;9.568
Madrid;Unión Europea 27 (sin España);Noviembre;4.450
Madrid;Unión Europea 27 (sin España);Diciembre;3.470
Madrid;Alemania;Total;16.048
Madrid;Alemania;Enero;162
Madrid;Alemania;Febrero;152
Madrid;Alemania;Marzo;686
Madrid;Alemania;Abril;1.724
Madrid;Alemania;Mayo;2.264
Madrid;Alemania;Junio;2.335
Madrid;Alemania;Julio;1.650
Madrid;Alemania;Agosto;1.596
Madrid;Alemania;Septiembre;1.575
Madrid;Alemania;Octubre;2.238
Madrid;Alemania;Noviembre;926
Madrid;Alemania;Diciembre;741
Madrid;Austria;Total;986
Madrid;Austria;Enero;0
Madrid;Austria;Febrero;0
Madrid;Austria;Marzo;36
Madrid;Austria;Abril;79
Madrid;Austria;Mayo;85
Madrid;Austria;Junio;..
Madrid;Austria;Julio;109
Madrid;Austria;Agosto;53
Madrid;Austria;Septiembre;160
Madrid;Austria;Octubre;140
Madrid;Austria;Noviembre;162
Madrid;Austria;Diciembre;60
Madrid;Bélgica;Total;4.686
Madrid;Bélgica;Enero;79
Madrid;Bélgica;Febrero;37
Madrid;Bélgica;Marzo;56
Madrid;Bélgica;Abril;231
Madrid;Bélgica;Mayo;303
Madrid;Bélgica;Junio;171
Madrid;Bélgica;Julio;2.488
Madrid;Bélgica;Agosto;499
Madrid;Bélgica;Septiembre;302
Madrid;Bélgica;Octubre;346
Madrid;Bélgica;Noviembre;137
Madrid;Bélgica;Diciembre;37
Madrid;Dinamarca;Total;737
Madrid;Dinamarca;Enero;0
Madrid;Dinamarca;Febrero;..
Madrid;Dinamarca;Marzo;..
Madrid;Dinamarca;Abril;47
Madrid;Dinamarca;Mayo;43
Madrid;Dinamarca;Junio;99
Madrid;Dinamarca;Julio;..
Madrid;Dinamarca;Agosto;136
Madrid;Dinamarca;Septiembre;118
Madrid;Dinamarca;Octubre;0
Madrid;Dinamarca;Noviembre;..
Madrid;Dinamarca;Diciembre;0
Madrid;Finlandia;Total;448
Madrid;Finlandia;Enero;0
Madrid;Finlandia;Febrero;0
Madrid;Finlandia;Marzo;55
Madrid;Finlandia;Abril;126
Madrid;Finlandia;Mayo;26
Madrid;Finlandia;Junio;60
Madrid;Finlandia;Julio;88
Madrid;Finlandia;Agosto;0
Madrid;Finlandia;Septiembre;33
Madrid;Finlandia;Octubre;..
Madrid;Finlandia;Noviembre;40
Madrid;Finlandia;Diciembre;10
Madrid;Francia;Total;54.426
Madrid;Francia;Enero;177
Madrid;Francia;Febrero;431
Madrid;Francia;Marzo;602
Madrid;Francia;Abril;1.826
Madrid;Francia;Mayo;4.515
Madrid;Francia;Junio;3.312
Madrid;Francia;Julio;21.251
Madrid;Francia;Agosto;12.510
Madrid;Francia;Septiembre;3.621
Madrid;Francia;Octubre;3.271
Madrid;Francia;Noviembre;1.669
Madrid;Francia;Diciembre;1.240
Madrid;Grecia;Total;46
Madrid;Grecia;Enero;0
Madrid;Grecia;Febrero;0
Madrid;Grecia;Marzo;..
Madrid;Grecia;Abril;0
Madrid;Grecia;Mayo;0
Madrid;Grecia;Junio;..
Madrid;Grecia;Julio;0
Madrid;Grecia;Agosto;0
Madrid;Grecia;Septiembre;0
Madrid;Grecia;Octubre;..
Madrid;Grecia;Noviembre;0
Madrid;Grecia;Diciembre;0
Madrid;Irlanda;Total;917
Madrid;Irlanda;Enero;0
Madrid;Irlanda;Febrero;..
Madrid;Irlanda;Marzo;35
Madrid;Irlanda;Abril;63
Madrid;Irlanda;Mayo;192
Madrid;Irlanda;Junio;70
Madrid;Irlanda;Julio;96
Madrid;Irlanda;Agosto;33
Madrid;Irlanda;Septiembre;123
Madrid;Irlanda;Octubre;193
Madrid;Irlanda;Noviembre;86
Madrid;Irlanda;Diciembre;..
Madrid;Italia;Total;5.372
Madrid;Italia;Enero;39
Madrid;Italia;Febrero;55
Madrid;Italia;Marzo;96
Madrid;Italia;Abril;559
Madrid;Italia;Mayo;238
Madrid;Italia;Junio;453
Madrid;Italia;Julio;967
Madrid;Italia;Agosto;1.944
Madrid;Italia;Septiembre;279
Madrid;Italia;Octubre;237
Madrid;Italia;Noviembre;140
Madrid;Italia;Diciembre;366
Madrid;Luxemburgo;Total;41
Madrid;Luxemburgo;Enero;0
Madrid;Luxemburgo;Febrero;0
Madrid;Luxemburgo;Marzo;0
Madrid;Luxemburgo;Abril;0
Madrid;Luxemburgo;Mayo;0
Madrid;Luxemburgo;Junio;0
Madrid;Luxemburgo;Julio;..
Madrid;Luxemburgo;Agosto;0
Madrid;Luxemburgo;Septiembre;0
Madrid;Luxemburgo;Octubre;..
Madrid;Luxemburgo;Noviembre;0
Madrid;Luxemburgo;Diciembre;0
Madrid;Países Bajos;Total;21.414
Madrid;Países Bajos;Enero;108
Madrid;Países Bajos;Febrero;234
Madrid;Países Bajos;Marzo;979
Madrid;Países Bajos;Abril;1.415
Madrid;Países Bajos;Mayo;5.110
Madrid;Países Bajos;Junio;2.870
Madrid;Países Bajos;Julio;3.543
Madrid;Países Bajos;Agosto;2.127
Madrid;Países Bajos;Septiembre;1.853
Madrid;Países Bajos;Octubre;2.063
Madrid;Países Bajos;Noviembre;611
Madrid;Países Bajos;Diciembre;499
Madrid;Portugal;Total;7.565
Madrid;Portugal;Enero;648
Madrid;Portugal;Febrero;409
Madrid;Portugal;Marzo;137
Madrid;Portugal;Abril;500
Madrid;Portugal;Mayo;656
Madrid;Portugal;Junio;632
Madrid;Portugal;Julio;1.212
Madrid;Portugal;Agosto;1.256
Madrid;Portugal;Septiembre;788
Madrid;Portugal;Octubre;733
Madrid;Portugal;Noviembre;264
Madrid;Portugal;Diciembre;330
Madrid;Suecia;Total;419
Madrid;Suecia;Enero;0
Madrid;Suecia;Febrero;0
Madrid;Suecia;Marzo;..
Madrid;Suecia;Abril;17
Madrid;Suecia;Mayo;70
Madrid;Suecia;Junio;104
Madrid;Suecia;Julio;0
Madrid;Suecia;Agosto;54
Madrid;Suecia;Septiembre;39
Madrid;Suecia;Octubre;43
Madrid;Suecia;Noviembre;54
Madrid;Suecia;Diciembre;..
Madrid;Resto de la UE;Total;2.771
Madrid;Resto de la UE;Enero;398
Madrid;Resto de la UE;Febrero;61
Madrid;Resto de la UE;Marzo;84
Madrid;Resto de la UE;Abril;151
Madrid;Resto de la UE;Mayo;268
Madrid;Resto de la UE;Junio;59
Madrid;Resto de la UE;Julio;393
Madrid;Resto de la UE;Agosto;93
Madrid;Resto de la UE;Septiembre;525
Madrid;Resto de la UE;Octubre;266
Madrid;Resto de la UE;Noviembre;340
Madrid;Resto de la UE;Diciembre;135
Madrid;Reino Unido;Total;12.058
Madrid;Reino Unido;Enero;905
Madrid;Reino Unido;Febrero;528
Madrid;Reino Unido;Marzo;1.218
Madrid;Reino Unido;Abril;737
Madrid;Reino Unido;Mayo;1.779
Madrid;Reino Unido;Junio;1.662
Madrid;Reino Unido;Julio;634
Madrid;Reino Unido;Agosto;559
Madrid;Reino Unido;Septiembre;1.526
Madrid;Reino Unido;Octubre;1.457
Madrid;Reino Unido;Noviembre;650
Madrid;Reino Unido;Diciembre;402
Madrid;Otros países europeos;Total;2.679
Madrid;Otros países europeos;Enero;49
Madrid;Otros países europeos;Febrero;64
Madrid;Otros países europeos;Marzo;183
Madrid;Otros países europeos;Abril;181
Madrid;Otros países europeos;Mayo;248
Madrid;Otros países europeos;Junio;596
Madrid;Otros países europeos;Julio;478
Madrid;Otros países europeos;Agosto;93
Madrid;Otros países europeos;Septiembre;182
Madrid;Otros países europeos;Octubre;197
Madrid;Otros países europeos;Noviembre;408
Madrid;Otros países europeos;Diciembre;0
Madrid;Estados Unidos;Total;155
Madrid;Estados Unidos;Enero;0
Madrid;Estados Unidos;Febrero;0
Madrid;Estados Unidos;Marzo;0
Madrid;Estados Unidos;Abril;0
Madrid;Estados Unidos;Mayo;47
Madrid;Estados Unidos;Junio;60
Madrid;Estados Unidos;Julio;0
Madrid;Estados Unidos;Agosto;0
Madrid;Estados Unidos;Septiembre;..
Madrid;Estados Unidos;Octubre;28
Madrid;Estados Unidos;Noviembre;0
Madrid;Estados Unidos;Diciembre;0
Madrid;Resto de América;Total;2.418
Madrid;Resto de América;Enero;113
Madrid;Resto de América;Febrero;193
Madrid;Resto de América;Marzo;104
Madrid;Resto de América;Abril;156
Madrid;Resto de América;Mayo;153
Madrid;Resto de América;Junio;271
Madrid;Resto de América;Julio;147
Madrid;Resto de América;Agosto;222
Madrid;Resto de América;Septiembre;569
Madrid;Resto de América;Octubre;176
Madrid;Resto de América;Noviembre;199
Madrid;Resto de América;Diciembre;115
Madrid;Países africanos;Total;29
Madrid;Países africanos;Enero;0
Madrid;Países africanos;Febrero;14
Madrid;Países africanos;Marzo;0
Madrid;Países africanos;Abril;0
Madrid;Países africanos;Mayo;0
Madrid;Países africanos;Junio;0
Madrid;Países africanos;Julio;0
Madrid;Países africanos;Agosto;0
Madrid;Países africanos;Septiembre;15
Madrid;Países africanos;Octubre;0
Madrid;Países africanos;Noviembre;0
Madrid;Países africanos;Diciembre;0
Madrid;Resto del mundo;Total;2.732
Madrid;Resto del mundo;Enero;349
Madrid;Resto del mundo;Febrero;23
Madrid;Resto del mundo;Marzo;260
Madrid;Resto del mundo;Abril;229
Madrid;Resto del mundo;Mayo;410
Madrid;Resto del mundo;Junio;338
Madrid;Resto del mundo;Julio;146
Madrid;Resto del mundo;Agosto;253
Madrid;Resto del mundo;Septiembre;388
Madrid;Resto del mundo;Octubre;289
Madrid;Resto del mundo;Noviembre;43
Madrid;Resto del mundo;Diciembre;..
Málaga;Total;Total;1.491.453
Málaga;Total;Enero;124.037
Málaga;Total;Febrero;119.566
Málaga;Total;Marzo;111.813
Málaga;Total;Abril;122.525
Málaga;Total;Mayo;93.124
Málaga;Total;Junio;103.472
Málaga;Total;Julio;165.334
Málaga;Total;Agosto;193.536
Málaga;Total;Septiembre;116.418
Málaga;Total;Octubre;113.787
Málaga;Total;Noviembre;104.051
Málaga;Total;Diciembre;123.790
Málaga;Españoles;Total;594.862
Málaga;Españoles;Enero;14.402
Málaga;Españoles;Febrero;18.044
Málaga;Españoles;Marzo;23.080
Málaga;Españoles;Abril;54.096
Málaga;Españoles;Mayo;31.199
Málaga;Españoles;Junio;55.757
Málaga;Españoles;Julio;123.662
Málaga;Españoles;Agosto;148.811
Málaga;Españoles;Septiembre;53.752
Málaga;Españoles;Octubre;32.763
Málaga;Españoles;Noviembre;17.113
Málaga;Españoles;Diciembre;22.182
Málaga;Extranjeros;Total;896.591
Málaga;Extranjeros;Enero;109.636
Málaga;Extranjeros;Febrero;101.522
Málaga;Extranjeros;Marzo;88.733
Málaga;Extranjeros;Abril;68.428
Málaga;Extranjeros;Mayo;61.925
Málaga;Extranjeros;Junio;47.714
Málaga;Extranjeros;Julio;41.673
Málaga;Extranjeros;Agosto;44.725
Málaga;Extranjeros;Septiembre;62.666
